mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_1
10,4,5736,2728,0.58
5,0,3496,1256,0.55
8,4,2088,208,0.61
6,1,808,256,0.52
22,19,4584,6456,0.56
5,0,3752,424,0.72
8,2,2664,1064,0.65
10,4,7480,2728,0.71
20,18,18336,12216,0.7
11,6,6200,5160,0.57
18,14,6456,5160,0.59
3,0,2280,176,0.72
13,8,8760,5544,0.57
26,20,17568,18336,0.75
7,2,5352,2024,0.56
8,2,5544,936,0.56
15,10,6968,936,0.73
7,2,4264,1672,0.54
4,0,120,32,0.61
13,8,5736,1672,0.63
24,20,15840,11448,0.71
19,17,14688,4584,0.65
15,10,9144,3112,0.62
25,20,25456,4008,0.68
25,20,6200,3624,0.55
7,2,5352,2152,0.57
19,17,10680,7224,0.58
6,1,1864,520,0.64
15,12,2600,1608,0.7
8,4,5352,2344,0.78
4,0,1416,1384,0.6
15,12,10680,7736,0.68
3,0,1160,680,0.73
25,20,18336,15264,0.7
3,0,1224,872,0.56
26,20,1800,3112,0.56
20,17,17568,6456,0.61
26,20,1192,7992,0.65
26,20,26416,6712,0.63
13,7,2280,4136,0.54
3,0,176,744,0.52
25,20,12960,19080,0.72
6,1,2088,456,0.57
20,18,14688,15840,0.72
11,6,5352,3624,0.58
2,0,968,712,0.61
19,17,1416,6968,0.54
11,6,8504,3624,0.63
26,20,16992,15840,0.73
15,9,5160,7480,0.71
4,0,488,904,0.71
24,20,4776,19080,0.67
10,4,3368,488,0.73
2,0,616,88,0.65
22,19,18336,18336,0.74
20,17,1160,12960,0.61
4,0,2856,456,0.68
20,18,12576,1288,0.71
20,17,12960,4264,0.55
6,1,2408,744,0.73
26,20,16416,10680,0.62
15,9,7480,6200,0.67
13,7,2984,4968,0.72
6,1,2472,208,0.53
15,9,3496,5160,0.55
7,2,328,72,0.71
15,9,7224,7736,0.58
11,6,328,4776,0.67
26,20,26416,18336,0.79
3,0,2152,808,0.55
5,0,144,1352,0.66
26,20,15840,4008,0.62
5,0,144,968,0.64
20,17,16992,904,0.53
15,10,2856,4968,0.54
8,4,4584,256,0.71
7,2,1480,1416,0.63
19,17,10680,6968,0.63
19,17,696,7736,0.59
8,2,5992,2216,0.77
7,2,2216,520,0.65
15,10,4968,7736,0.68
13,8,7736,3624,0.72
26,20,10296,12216,0.63
25,20,15840,12576,0.64
22,19,5160,10296,0.55
4,0,3240,936,0.54
15,12,8504,2984,0.62
19,17,5352,14688,0.66
19,17,17568,904,0.61
15,12,4008,176,0.58
8,4,3624,3368,0.71
22,19,22920,8760,0.63
20,17,8760,2472,0.56
11,6,2984,4264,0.52
15,10,14112,4008,0.58
8,4,6968,56,0.54
24,20,5352,6200,0.65
7,2,3880,2024,0.67
10,4,6456,840,0.53
7,2,3368,472,0.67
7,2,1480,1096,0.55
24,20,12576,13536,0.68
24,20,14112,13536,0.64
15,12,256,7992,0.75
25,20,8504,4392,0.54
13,8,3880,5544,0.62
15,9,7736,3624,0.68
15,10,11064,5992,0.65
20,18,5160,12960,0.72
26,20,7224,16416,0.69
24,20,22152,14112,0.72
15,9,1416,1256,0.58
7,2,4776,1608,0.52
6,1,2984,88,0.58
15,11,9144,7224,0.76
15,9,1736,6456,0.69
20,18,14112,14688,0.73
6,1,1544,1800,0.71
18,15,4584,11832,0.69
15,12,6968,4392,0.58
2,0,296,1128,0.53
15,11,6456,4392,0.53
4,0,1288,16,0.61
15,9,8248,3496,0.62
13,7,5544,2472,0.77
15,11,840,7736,0.65
15,10,14112,136,0.68
13,8,7480,4776,0.69
20,18,8248,8504,0.6
10,4,6456,2984,0.65
11,6,7224,4136,0.57
22,19,9912,336,0.52
11,6,3368,936,0.54
7,2,2088,328,0.64
18,15,7480,5160,0.61
20,18,5160,15264,0.71
15,11,1992,6968,0.6
4,0,1608,120,0.78
6,1,1864,1384,0.62
10,4,7992,1352,0.55
18,15,6456,7736,0.63
8,2,5736,872,0.68
6,1,1992,808,0.72
15,11,5992,5736,0.69
8,2,5992,2088,0.55
15,11,3752,6200,0.72
11,6,6200,3496,0.6
18,15,7224,3752,0.76
8,2,5352,616,0.62
4,0,2280,536,0.61
8,4,3240,1416,0.69
26,20,4968,12960,0.62
7,2,2472,376,0.52
13,8,9528,4392,0.62
18,14,13536,224,0.56
15,12,3752,3880,0.48
24,20,13536,3112,0.75
15,11,14112,6968,0.63
2,0,968,256,0.55
15,9,14112,6968,0.6
13,8,4392,1800,0.73
15,12,8248,9144,0.66
19,17,13536,7736,0.74
18,14,4584,7736,0.61
20,17,17568,11064,0.69
13,8,1352,1800,0.53
4,0,2792,776,0.55
13,7,10680,1096,0.6
2,0,696,1160,0.57
18,14,4968,8760,0.64
6,1,3368,872,0.61
20,18,11448,6712,0.55
15,12,6968,4392,0.64
18,15,14112,11064,0.68
8,2,392,1672,0.75
8,2,6456,1256,0.71
4,0,3624,1000,0.74
20,18,11832,14688,0.69
25,20,22152,3624,0.55
10,4,2344,2856,0.64
5,0,4136,1128,0.57
13,7,7224,712,0.58
7,2,4008,72,0.54
11,6,5736,3880,0.65
15,11,8760,7736,0.61
4,0,1128,288,0.68
26,20,21384,10680,0.65
18,14,7224,9144,0.63
18,15,14112,6968,0.6
13,8,8248,3368,0.57
3,0,680,840,0.54
18,14,12576,8248,0.62
25,20,24496,17568,0.76
8,2,536,472,0.61
18,15,1928,840,0.65
24,20,11448,19080,0.74
13,8,7992,392,0.68
11,6,7736,4968,0.65
5,0,1544,600,0.56
18,15,9912,8504,0.68
22,19,6456,9144,0.53
22,19,7480,7224,0.74
24,20,23688,16992,0.75
15,10,9144,2216,0.61
8,2,4392,568,0.65
5,0,224,1160,0.56
8,4,3368,2600,0.63
18,14,11448,8504,0.63
2,0,1416,1224,0.61
13,7,8504,1096,0.71
5,0,1736,872,0.59
26,20,19080,9528,0.62
18,15,968,552,0.65
24,20,16416,16416,0.71
13,8,8760,392,0.6
11,6,8760,1672,0.71
20,18,11064,11064,0.64
8,4,5160,56,0.57
18,15,8504,9912,0.62
8,4,4584,2856,0.69
4,0,3496,616,0.62
18,14,14112,3624,0.63
13,7,11064,2344,0.55
2,0,2152,1064,0.56
20,18,15264,1928,0.56
22,19,18336,12960,0.68
5,0,2088,256,0.63
13,8,10296,1800,0.52
8,4,2792,2728,0.64
13,7,4136,5736,0.64
19,17,10680,8760,0.59
18,15,328,3112,0.58
26,20,28336,2792,0.6
18,15,2280,12216,0.6
25,20,28336,376,0.7
22,19,18336,6712,0.56
15,10,6968,4584,0.65
6,1,4264,1192,0.56
15,11,3112,4584,0.57
18,14,2280,2280,0.54
22,19,13536,2536,0.56
10,4,3752,1128,0.52
18,15,328,10680,0.58
3,0,872,88,0.72
24,20,19848,9528,0.67
8,2,680,968,0.53
13,7,5736,5160,0.71
7,2,3880,1000,0.53
8,4,3240,1800,0.6
8,4,120,408,0.63
13,7,3624,2344,0.6
18,15,6456,14112,0.67
6,1,4392,872,0.56
15,10,840,5544,0.59
15,10,2280,6712,0.55
20,17,10680,11832,0.66
20,18,19848,14688,0.73
20,18,14688,7736,0.64
4,0,1352,392,0.58
2,0,2024,16,0.59
7,2,4776,1800,0.69
2,0,1800,32,0.48
5,0,2728,176,0.63
20,18,5544,10680,0.59
15,11,4584,3752,0.6
10,4,4776,3496,0.68
5,0,2664,1128,0.58
26,20,24496,18336,0.78
25,20,19080,11064,0.71
6,1,3112,424,0.61
15,9,11448,7480,0.73
3,0,904,288,0.51
13,7,1352,4136,0.55
8,4,3880,2088,0.7
18,15,7480,9528,0.63
8,2,2792,1000,0.6
15,11,14112,1544,0.56
15,12,6456,6200,0.71
15,12,3752,4776,0.7
19,17,16416,9144,0.63
19,17,7224,6200,0.7
18,15,11064,4584,0.62
6,1,256,632,0.63
22,19,1864,11448,0.59
2,0,144,808,0.62
15,11,256,7992,0.62
13,7,1128,472,0.51
20,17,11832,7736,0.59
18,15,14688,2280,0.52
20,18,6712,9144,0.62
13,7,3880,4968,0.57
15,9,1128,4008,0.65
2,0,296,776,0.56
24,20,12960,6712,0.54
25,20,27376,7992,0.69
7,2,1480,1064,0.54
5,0,2280,840,0.65
15,11,3752,1224,0.61
25,20,27376,19080,0.79
2,0,1736,224,0.69
15,11,12960,2792,0.58
22,19,18336,4776,0.67
26,20,16416,7992,0.58
8,2,120,1544,0.63
8,2,5736,1608,0.62
15,11,7480,3880,0.63
18,14,5160,5992,0.59
26,20,584,11448,0.62
13,7,2728,1608,0.58
26,20,2984,15840,0.71
6,1,2408,424,0.63
15,10,7224,5160,0.72
2,0,328,776,0.55
15,9,552,3112,0.73
15,11,13536,7480,0.66
20,17,8248,13536,0.73
20,18,8248,6200,0.52
3,0,2536,288,0.61
15,10,3112,4392,0.54
3,0,904,616,0.49
25,20,2280,14112,0.64
15,12,7992,1192,0.57
8,4,3624,3240,0.55
26,20,28336,1544,0.55
26,20,29296,11448,0.7
11,6,1544,3496,0.52
6,1,1224,1192,0.67
22,19,20616,11064,0.69
22,19,22152,9144,0.63
20,17,4392,10296,0.68
25,20,28336,17568,0.78
8,2,1096,1544,0.59
20,17,776,12216,0.72
2,0,1064,328,0.69
8,2,2664,32,0.54
10,4,5992,1480,0.71
13,8,4968,5992,0.8
10,4,5736,2984,0.54
20,17,19080,11832,0.71
20,17,18336,8760,0.66
4,0,408,744,0.61
22,19,9912,6456,0.57
4,0,2984,680,0.51
18,15,5992,2280,0.56
15,11,12216,3752,0.68
15,9,1128,7992,0.65
25,20,2856,776,0.54
4,0,208,1256,0.71
3,0,176,568,0.64
20,18,4392,14112,0.64
20,17,14112,12960,0.7
15,9,10680,776,0.49
19,17,2856,1800,0.64
4,0,120,1160,0.52
24,20,14112,4776,0.62
15,10,5544,7224,0.59
8,4,1096,552,0.67
15,11,9144,4776,0.63
7,2,2792,1544,0.6
18,14,4584,1000,0.68
13,7,9912,104,0.63
19,17,336,13536,0.67
15,12,5160,5544,0.74
18,15,14688,10296,0.68
13,7,9912,1480,0.65
25,20,16416,776,0.73
15,11,12216,2984,0.64
5,0,1736,1096,0.53
8,2,3624,1288,0.66
20,17,17568,600,0.58
18,14,13536,11064,0.67
22,19,19848,6200,0.57
20,17,1544,2728,0.72
13,7,11448,5736,0.61
24,20,12576,6200,0.67
8,4,536,904,0.64
15,9,12216,4264,0.72
10,4,2344,3112,0.53
3,0,1096,1160,0.64
22,19,904,2536,0.58
20,18,16416,2600,0.65
6,1,2216,456,0.72
15,12,3752,1192,0.52
15,11,12960,6968,0.64
18,14,1928,10680,0.65
24,20,4776,7480,0.56
25,20,25456,14112,0.71
15,11,9528,8248,0.65
19,17,18336,4008,0.55
15,12,11064,3880,0.56
10,4,1096,1352,0.65
26,20,5992,17568,0.67
5,0,1480,1000,0.66
15,9,12960,2024,0.53
25,20,26416,6200,0.59
5,0,424,968,0.52
10,4,936,2600,0.61
5,0,2472,120,0.68
26,20,27376,376,0.74
19,17,9912,2152,0.64
25,20,26416,5160,0.6
15,12,4264,4392,0.63
5,0,1864,776,0.57
15,10,9912,616,0.55
10,4,2984,120,0.73
18,15,16416,9912,0.68
13,8,5736,4584,0.61
19,17,6712,7736,0.57
19,17,14688,15264,0.72
25,20,9144,10296,0.58
11,6,7736,1224,0.61
20,17,13536,11064,0.7
13,7,1608,3112,0.59
20,17,4776,14112,0.66
15,12,3112,176,0.53
25,20,16992,10680,0.61
6,1,392,1352,0.58
8,4,6200,3240,0.57
13,8,680,4776,0.58
26,20,30576,776,0.63
26,20,10296,8760,0.55
20,17,10296,14688,0.71
10,4,776,1288,0.52
15,12,11064,4968,0.75
13,7,3624,4968,0.64
20,17,12576,7224,0.57
22,19,22920,14688,0.73
15,9,552,1256,0.66
7,2,1480,1928,0.53
4,0,2472,1384,0.71
2,0,568,1128,0.64
18,15,12216,10680,0.72
15,9,6968,936,0.57
19,17,12216,9528,0.62
25,20,7992,11832,0.6
15,11,14112,6456,0.62
15,9,4968,6712,0.56
20,17,13536,7224,0.73
20,17,9912,9144,0.78
11,6,7224,328,0.65
10,4,6968,3240,0.57
13,8,7480,3112,0.69
15,9,1992,4776,0.73
25,20,27376,9912,0.66
8,4,3624,1928,0.65
18,15,11064,12960,0.69
8,2,3496,328,0.64
20,18,11064,7224,0.56
6,1,3880,776,0.62
6,1,392,1736,0.73
15,12,9144,2216,0.7
25,20,18336,5160,0.54
11,6,5544,4776,0.67
13,8,5736,6968,0.61
24,20,22920,17568,0.75
26,20,4968,14112,0.69
25,20,20616,376,0.53
15,9,11832,3624,0.65
7,2,5992,1192,0.55
8,2,6456,424,0.61
13,7,6968,3112,0.68
18,14,5992,1544,0.65
7,2,5992,1992,0.73
13,8,208,5544,0.59
8,2,4392,144,0.52
8,2,3368,1384,0.53
2,0,616,680,0.58
18,14,8504,1256,0.55
6,1,2792,776,0.54
5,0,4008,224,0.53
20,17,17568,5544,0.57
18,14,11064,3624,0.72
20,18,16992,13536,0.71
15,10,6456,3112,0.64
11,6,2280,3496,0.66
15,11,2856,6200,0.63
24,20,11832,9528,0.64
5,0,4008,208,0.62
2,0,328,208,0.56
20,18,14112,12576,0.69
20,17,9912,904,0.55
2,0,1544,1288,0.73
26,20,19848,776,0.62
19,17,2152,9912,0.54
26,20,3624,4392,0.63
19,17,15264,1800,0.56
25,20,11064,7480,0.64
15,10,7992,776,0.66
15,9,6200,6200,0.54
24,20,22920,7480,0.59
20,17,17568,10296,0.74
24,20,27376,376,0.55
8,4,3880,2152,0.54
10,4,5544,2600,0.53
4,0,2344,392,0.69
19,17,13536,8504,0.61
11,6,680,1224,0.56
15,9,4264,2216,0.57
11,6,7992,1736,0.73
18,15,16416,2280,0.69
24,20,19848,18336,0.75
25,20,7992,4392,0.66
25,20,15264,9912,0.59
18,14,12216,8504,0.71
15,11,8760,4584,0.66
11,6,6200,1480,0.66
11,6,7992,1864,0.61
2,0,1096,120,0.63
10,4,6712,3624,0.57
13,7,10296,2536,0.68
11,6,3112,1480,0.49
20,17,16416,4968,0.7
20,17,11064,11832,0.67
22,19,13536,11448,0.64
24,20,14112,5160,0.61
5,0,424,208,0.67
2,0,1672,1288,0.79
13,7,904,5992,0.62
7,2,3368,1544,0.57
18,15,2600,12576,0.6
18,14,2984,12576,0.61
26,20,1192,14112,0.72
26,20,29296,4776,0.66
13,7,4968,4264,0.52
7,2,5544,1800,0.62
20,17,9912,15264,0.68
15,12,11448,4968,0.6
5,0,1384,776,0.76
20,18,8248,7480,0.55
8,2,5160,256,0.65
5,0,3112,16,0.51
13,7,1608,4264,0.66
13,7,3624,4776,0.63
15,10,12576,5736,0.6
4,0,3496,424,0.69
5,0,3112,1352,0.68
20,18,3112,5992,0.67
20,18,15840,12960,0.7
20,18,5160,4264,0.66
15,10,6200,1864,0.62
6,1,392,56,0.74
2,0,1288,904,0.65
15,10,11832,4584,0.62
15,9,7992,6968,0.59
7,2,1800,1256,0.57
22,19,5544,4776,0.66
22,19,19080,15264,0.71
24,20,27376,17568,0.76
3,0,872,568,0.69
24,20,520,4008,0.67
3,0,744,488,0.59
5,0,144,1320,0.78
10,4,4008,408,0.54
15,11,11832,6200,0.62
24,20,5992,14688,0.61
15,12,2856,4776,0.73
25,20,6968,5992,0.63
8,4,3624,2408,0.56
4,0,2216,376,0.64
13,7,7992,5736,0.58
22,19,7992,4008,0.54
15,9,12216,1416,0.72
18,15,7992,5160,0.73
18,14,3624,7224,0.61
8,2,1256,1800,0.72
26,20,8504,10680,0.58
15,11,552,7224,0.74
20,17,15264,13536,0.73
7,2,3112,1480,0.57
7,2,224,1320,0.6
15,11,8504,7992,0.64
22,19,14112,11832,0.67
15,12,9912,8760,0.67
15,9,1416,2536,0.56
8,4,6456,488,0.68
22,19,22152,13536,0.72
24,20,22920,15264,0.71
25,20,27376,7480,0.61
7,2,4008,144,0.63
15,9,6968,2024,0.6
8,2,1256,568,0.51
3,0,2344,1160,0.76
19,17,17568,15264,0.75
7,2,224,1192,0.62
6,1,4136,376,0.61
19,17,6712,6712,0.54
19,17,8248,1800,0.63
20,18,4776,3240,0.6
13,7,1128,968,0.56
10,4,1416,696,0.59
22,19,10296,3624,0.63
15,12,12216,9144,0.67
7,2,104,968,0.55
6,1,3496,1128,0.65
6,1,808,1032,0.57
25,20,23688,8248,0.77
8,4,2984,1608,0.63
24,20,18336,15840,0.7
13,7,4584,3112,0.56
6,1,2408,1064,0.72
8,2,3112,840,0.48
8,2,2088,1800,0.62
15,10,5544,2536,0.52
24,20,22920,11448,0.71
15,10,12216,4392,0.53
13,8,9912,5544,0.58
25,20,11448,7224,0.75
22,19,16992,16416,0.73
5,0,2856,840,0.67
8,4,968,3496,0.52
19,17,8760,15264,0.67
18,15,4968,9912,0.59
10,4,7480,2152,0.56
15,11,11832,4008,0.75
24,20,11832,2792,0.57
20,17,11448,13536,0.69
15,12,8504,2984,0.56
13,7,4136,2472,0.72
10,4,2664,2792,0.55
13,7,5352,3240,0.6
15,10,6456,6456,0.69
15,10,256,5736,0.69
15,10,4584,3496,0.63
15,10,6200,5160,0.59
24,20,5992,1160,0.71
4,0,2792,648,0.71
26,20,11448,19080,0.71
15,12,1416,8504,0.57
22,19,4136,16416,0.65
4,0,1736,568,0.56
6,1,1544,344,0.53
11,6,4008,1672,0.74
2,0,1800,88,0.68
7,2,472,520,0.56
18,14,9528,2856,0.66
8,2,4008,744,0.56
7,2,1096,1992,0.58
13,8,208,2984,0.68
13,8,440,2664,0.61
8,4,3112,1864,0.74
15,9,4008,5736,0.8
19,17,696,4264,0.55
2,0,1992,288,0.66
11,6,8504,808,0.75
8,2,1096,2088,0.52
2,0,1992,1064,0.68
3,0,904,224,0.57
11,6,5736,936,0.58
15,11,6456,6712,0.62
15,12,6200,1608,0.6
19,17,15264,13536,0.72
13,7,7224,1608,0.72
19,17,7480,2472,0.62
22,19,2344,7224,0.56
18,15,4968,7480,0.59
6,1,1736,1192,0.58
20,17,14688,11064,0.67
2,0,1064,344,0.48
6,1,1544,328,0.66
7,2,4968,376,0.77
4,0,2600,776,0.54
20,17,9912,4584,0.71
13,7,440,3368,0.75
2,0,1800,568,0.6
15,12,12216,9528,0.67
13,8,6200,2536,0.6
2,0,696,1032,0.63
10,4,1256,2344,0.65
20,17,10680,280,0.65
15,10,11064,6200,0.61
15,11,2600,6456,0.55
20,17,19080,904,0.65
8,4,5544,2152,0.52
25,20,24496,15264,0.74
15,12,9528,4776,0.68
10,4,616,1800,0.67
13,7,8504,4392,0.62
22,19,14688,15264,0.71
15,11,9912,8504,0.64
20,18,13536,3240,0.75
11,6,4968,5160,0.56
25,20,6968,15840,0.66
20,17,11064,280,0.54
10,4,6200,2216,0.5
3,0,1992,1320,0.7
4,0,1416,224,0.65
24,20,23688,9144,0.71
3,0,208,600,0.55
7,2,4584,144,0.66
18,15,12216,1416,0.72
7,2,2088,1320,0.75
2,0,1480,776,0.71
8,2,4584,1064,0.63
4,0,1864,1128,0.57
19,17,1416,280,0.71
11,6,1032,4968,0.6
4,0,2088,456,0.6
15,12,6200,3496,0.68
10,4,5544,1480,0.48
11,6,2984,1864,0.53
15,11,1416,2472,0.51
22,19,9144,12576,0.63
15,11,12960,4968,0.72
5,0,2856,376,0.64
2,0,328,1032,0.61
4,0,56,1032,0.68
10,4,6968,696,0.54
19,17,7992,10296,0.67
13,8,680,120,0.74
13,7,4392,5992,0.73
15,12,9144,2984,0.63
18,15,11448,13536,0.76
18,15,5544,14112,0.65
18,15,14112,9912,0.67
15,9,14112,4776,0.73
18,15,11064,12960,0.69
13,8,6456,5352,0.58
24,20,22920,4008,0.54
6,1,1032,1064,0.55
15,9,7480,1096,0.55
11,6,7736,1672,0.56
4,0,904,1352,0.51
19,17,4008,9528,0.64
20,18,18336,6712,0.69
25,20,9912,6200,0.75
18,15,14112,552,0.68
8,4,808,1800,0.54
8,2,2984,520,0.53
8,4,6968,1800,0.63
22,19,6456,5352,0.51
19,17,10296,11832,0.68
15,9,840,2344,0.58
25,20,7992,3112,0.69
15,12,11064,7480,0.65
7,2,2344,424,0.65
10,4,5160,488,0.75
15,11,11832,8248,0.65
15,10,13536,4776,0.6
5,0,1320,776,0.54
2,0,936,536,0.75
18,14,11064,1544,0.58
20,17,4008,4968,0.58
19,17,336,11448,0.61
4,0,1864,392,0.67
19,17,17568,6712,0.68
6,1,2792,1256,0.57
8,2,3112,840,0.62
4,0,904,208,0.48
24,20,22920,16416,0.75
11,6,1384,936,0.55
22,19,11064,6456,0.65
13,7,10296,1096,0.54
15,12,6456,9528,0.75
20,17,3624,1800,0.69
5,0,680,1160,0.67
15,9,6200,2984,0.61
15,12,7480,2600,0.58
4,0,2408,504,0.67
20,18,12216,3240,0.71
10,4,4008,1064,0.57
18,14,4584,488,0.59
19,17,7480,5160,0.73
8,2,5992,872,0.64
3,0,2216,392,0.77
19,17,9144,10296,0.61
15,11,11832,7992,0.79
22,19,16416,8760,0.61
15,10,4008,1736,0.77
11,6,5736,4392,0.65
15,9,3112,5352,0.62
18,14,13536,11064,0.68
22,19,14688,2152,0.59
10,4,6712,904,0.58
18,15,328,840,0.64
5,0,1544,840,0.71
13,7,4136,3368,0.47
15,10,8248,1736,0.65
10,4,1736,1736,0.68
18,15,1608,12960,0.66
18,14,15840,12216,0.7
20,18,19848,2984,0.58
13,7,6200,3368,0.69
13,8,1352,680,0.56
15,11,3112,8504,0.7
3,0,2856,872,0.58
19,17,15840,7992,0.61
13,8,8504,1096,0.59
19,17,9144,1224,0.74
11,6,5736,1128,0.69
18,14,11832,8760,0.64
8,4,6456,3240,0.63
22,19,22152,9528,0.63
24,20,7480,376,0.59
15,9,2600,4008,0.56
19,17,2152,6200,0.5
5,0,1928,256,0.52
24,20,9144,16416,0.67
15,10,4264,4968,0.68
8,4,6200,1192,0.65
15,9,5736,3496,0.62
24,20,19848,9144,0.61
26,20,22152,7992,0.62
7,2,2088,424,0.55
10,4,4776,2600,0.59
24,20,12576,4392,0.55
26,20,27376,4008,0.57
3,0,504,424,0.56
15,10,7736,7480,0.61
4,0,2152,872,0.66
18,15,9144,1128,0.67
2,0,1192,176,0.62
15,11,6968,6456,0.6
13,7,7224,840,0.69
10,4,7480,1416,0.56
24,20,16416,17568,0.72
6,1,2792,24,0.53
7,2,3368,1800,0.59
2,0,872,344,0.59
6,1,712,224,0.72
26,20,5544,5160,0.54
8,2,6200,2216,0.71
10,4,4008,1192,0.65
19,17,14688,1800,0.68
25,20,24496,18336,0.79
8,4,256,2984,0.52
13,7,904,712,0.67
24,20,16416,13536,0.7
15,10,14112,3752,0.78
18,15,2984,6456,0.59
24,20,13536,9144,0.58
13,7,11064,4968,0.65
8,4,1096,1544,0.5
8,2,2536,968,0.58
15,9,9528,6968,0.67
20,18,14112,16416,0.71
26,20,24496,7480,0.66
18,15,1608,12216,0.77
3,0,2152,1160,0.66
15,10,4008,776,0.62
6,1,600,872,0.65
15,12,11448,4968,0.56
18,14,10680,2280,0.69
15,11,4584,3368,0.55
26,20,11448,15264,0.67
15,11,11064,8504,0.78
20,17,9912,9144,0.62
15,12,8504,7736,0.62
7,2,3752,968,0.55
18,14,13536,9144,0.65
18,14,13536,8248,0.67
18,15,5544,6456,0.62
10,4,7480,1864,0.74
8,4,4776,2472,0.76
19,17,5736,9528,0.57
22,19,22920,12576,0.71
8,2,4584,872,0.68
4,0,632,488,0.61
25,20,14112,19080,0.74
13,7,4392,3368,0.58
15,9,840,5160,0.55
18,14,3624,6968,0.56
20,18,15840,5992,0.59
13,8,8248,4008,0.71
6,1,2984,1800,0.55
13,7,7992,2088,0.72
5,0,4008,256,0.69
15,12,5160,3496,0.73
13,8,7224,968,0.54
8,2,2088,1864,0.56
18,14,13536,6200,0.58
15,12,9144,9912,0.65
13,7,5544,1800,0.64
8,4,1928,1288,0.54
3,0,2152,808,0.51
4,0,1544,152,0.72
2,0,2216,616,0.51
25,20,12216,14112,0.68
26,20,23688,9528,0.63
18,15,7992,10680,0.64
15,10,5160,936,0.7
15,9,11064,5736,0.7
13,8,9528,5992,0.62
24,20,5992,16992,0.66
20,17,5992,1544,0.71
6,1,3368,1672,0.71
11,6,6200,3496,0.67
13,8,4136,2216,0.55
13,8,6712,4776,0.74
6,1,4392,488,0.54
19,17,2536,11832,0.6
7,2,3368,1320,0.73
6,1,4968,1192,0.61
18,14,14688,3624,0.74
13,8,6200,3624,0.59
15,11,9912,7992,0.65
13,8,8760,5992,0.61
6,1,2472,256,0.69
20,18,12576,14112,0.72
3,0,256,120,0.54
6,1,4264,224,0.73
11,6,3112,504,0.53
3,0,2280,1000,0.61
15,12,12576,2984,0.65
20,18,376,2600,0.51
20,18,1544,5544,0.52
13,7,6712,328,0.61
8,2,2344,72,0.52
18,14,4584,488,0.59
15,12,13536,5992,0.63
8,2,3240,176,0.67
7,2,328,1480,0.65
4,0,904,256,0.66
25,20,5736,1992,0.59
10,4,7480,3368,0.74
15,12,12216,9144,0.68
11,6,3880,4392,0.65
2,0,968,1288,0.55
3,0,1608,392,0.58
13,7,680,3496,0.63
3,0,872,1288,0.55
8,4,2792,256,0.71
10,4,7480,256,0.78
18,15,328,7224,0.57
3,0,1800,568,0.63
10,4,7736,1544,0.56
20,18,9528,7992,0.56
11,6,1032,600,0.66
24,20,19080,11832,0.63
2,0,1416,1352,0.61
11,6,144,3624,0.7
20,18,1992,3880,0.63
22,19,18336,4008,0.56
15,12,11064,3240,0.56
10,4,1256,3368,0.63
26,20,26416,7992,0.62
10,4,5544,1352,0.61
11,6,328,3112,0.58
4,0,2152,1064,0.59
7,2,5992,696,0.64
25,20,1736,18336,0.7
22,19,2792,2536,0.56
19,17,15264,5736,0.75
22,19,13536,7224,0.62
15,11,13536,4968,0.56
25,20,5160,1544,0.66
4,0,3368,176,0.66
11,6,6712,4264,0.55
8,4,2216,1288,0.52
15,12,12216,8760,0.68
25,20,1736,13536,0.76
13,8,5544,4584,0.73
8,4,6456,1192,0.63
20,18,4392,3624,0.71
19,17,3624,3624,0.69
6,1,2280,1544,0.56
15,10,1128,2984,0.57
18,14,10680,4136,0.67
24,20,4264,1544,0.68
10,4,456,1352,0.57
20,18,18336,15264,0.75
15,10,7480,4392,0.57
7,2,2792,744,0.45
15,10,14112,5736,0.62
19,17,696,11832,0.57
15,10,11448,7736,0.64
6,1,2984,424,0.5
3,0,2472,1320,0.61
19,17,3624,10296,0.59
18,14,14688,3880,0.69
18,14,5992,10296,0.63
19,17,16416,6712,0.66
24,20,1608,14112,0.59
15,9,9144,5160,0.59
15,12,11448,5992,0.59
22,19,14688,11832,0.64
4,0,3368,744,0.61
25,20,19848,14112,0.71
19,17,1064,12960,0.73
18,15,1608,14112,0.64
15,11,9912,7224,0.75
15,10,6968,6456,0.6
4,0,1192,968,0.67
15,9,2280,4776,0.68
15,10,3112,4008,0.78
20,17,15264,4584,0.64
25,20,10296,16416,0.7
7,2,2536,936,0.63
24,20,19080,19080,0.75
13,8,6968,392,0.63
15,9,12216,7992,0.67
15,9,12960,1416,0.53
13,7,2728,1096,0.77
13,7,10680,2344,0.61
6,1,1736,224,0.68
15,11,7480,1224,0.59
8,2,2088,1064,0.59
15,11,12216,3112,0.62
24,20,16992,16992,0.72
13,8,4136,3752,0.61
13,7,3368,3496,0.68
20,17,7992,1800,0.49
8,2,6456,1064,0.64
6,1,4264,376,0.58
13,8,9144,3624,0.56
15,9,5160,1416,0.71
20,17,17568,15264,0.76
26,20,9144,9144,0.69
18,14,10296,9912,0.62
7,2,1320,2088,0.66
5,0,2664,1288,0.62
13,7,2472,4968,0.56
4,0,3240,536,0.69
15,12,1416,5544,0.67
18,15,7736,5992,0.69
18,15,12960,8760,0.68
15,12,12960,6712,0.64
24,20,26416,9528,0.63
24,20,19080,10680,0.7
25,20,16992,9912,0.79
8,4,4584,1000,0.59
